Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Tata Tiago,Tata,Ahmedabad,2022,43059,CNG,Manual,1,0,1199.0,73.0,5.0,709000
Hyundai Grand i10,Hyundai,Ahmedabad,2017,61905,Petrol,Manual,1,0,1197.0,83.0,5.0,504000
Hyundai Grand i10,Hyundai,Ahmedabad,2015,90561,Petrol,Manual,1,0,1197.0,83.0,5.0,430000
Maruti New Wagon-R,Maruti,Ahmedabad,2019,43025,Petrol,Automatic,1,0,1197.0,83.0,5.0,537000
Hyundai New Elantra,Hyundai,Ahmedabad,2018,83195,Petrol,Automatic,2,0,1999.0,152.0,5.0,1102000
Maruti Baleno,Maruti,Ahmedabad,2021,54752,Petrol,Manual,1,0,1197.0,83.0,5.0,622000
Mahindra XUV300,Mahindra,Ahmedabad,2020,64767,Diesel,Automatic,1,0,1497.0,117.0,5.0,971000
Tata NEXON,Tata,Ahmedabad,2022,19112,Petrol,Manual,1,0,1199.0,120.0,5.0,1069000
Maruti Alto K10,Maruti,Ahmedabad,2017,26200,Petrol,Automatic,1,0,998.0,68.0,5.0,393000
Maruti Baleno,Maruti,Ahmedabad,2021,43149,Petrol,Manual,1,0,1197.0,83.0,5.0,621000
Maruti IGNIS,Maruti,Ahmedabad,2017,51758,Petrol,Manual,2,0,1197.0,83.0,5.0,393000
Maruti Baleno,Maruti,Ahmedabad,2017,75059,Petrol,Manual,1,0,1197.0,84.0,5.0,604000
Jeep Compass,Jeep,Ahmedabad,2018,57747,Petrol,Automatic,1,0,1368.0,163.0,5.0,1095000
Maruti Ciaz,Maruti,Ahmedabad,2018,27894,Petrol,Manual,1,0,1462.0,105.0,5.0,820000
Hyundai i10,Hyundai,Ahmedabad,2015,42645,Petrol,Manual,1,0,1086.0,69.0,5.0,388000
Hyundai Grand i10,Hyundai,Ahmedabad,2015,77319,Petrol,Manual,1,0,1197.0,83.0,5.0,411000
MG HECTOR,MG,Ahmedabad,2021,24295,Petrol,Automatic,2,0,1451.0,143.0,5.0,1436400
Maruti Alto,Maruti,Ahmedabad,2021,54840,Petrol,Manual,1,0,796.0,48.0,5.0,355000
