Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
KIA SONET,KIA,Delhi,2021,27310,Petrol,Automatic,1,0,998.0,120.0,5.0,935000
Jeep Compass,Jeep,Delhi,2019,93467,Diesel,Manual,1,0,1956.0,173.0,5.0,979000
Tata NEXON,Tata,Delhi,2022,28067,Petrol,Manual,1,0,1199.0,120.0,5.0,994500
Maruti Ciaz,Maruti,Delhi,2019,52112,Petrol,Automatic,1,0,1462.0,105.0,5.0,757000
Hyundai VENUE,Hyundai,Delhi,2021,22008,Petrol,Manual,1,0,1197.0,83.0,5.0,766000
Maruti Baleno,Maruti,Delhi,2021,18460,Petrol,Manual,2,0,1197.0,83.0,5.0,597000
Honda BR-V,Honda,Delhi,2018,64547,Petrol,Manual,1,0,1497.0,119.0,7.0,776000
Renault TRIBER,Renault,Delhi,2019,33392,Petrol,Manual,1,0,999.0,72.0,7.0,502000
Maruti Wagon R 1.0,Maruti,Delhi,2015,46592,Petrol,Manual,1,0,998.0,68.0,5.0,307000
Hyundai Verna,Hyundai,Delhi,2017,101051,Petrol,Automatic,1,0,1591.0,123.0,5.0,759000
Tata NEXON,Tata,Delhi,2020,37456,Petrol,Automatic,2,0,1199.0,120.0,5.0,863000
MG HECTOR,MG,Delhi,2019,14172,Petrol,Automatic,1,0,1451.0,143.0,5.0,1319000
Hyundai Elite i20,Hyundai,Delhi,2015,38116,Petrol,Manual,1,0,1197.0,83.0,5.0,427000
Maruti BREZZA,Maruti,Delhi,2023,7048,Petrol,Manual,1,0,1462.0,103.0,5.0,1205000
Honda Amaze,Honda,Delhi,2015,65475,Petrol,Manual,1,0,1198.0,88.0,5.0,368000
KIA CARNIVAL,KIA,Delhi,2020,66902,Diesel,Automatic,1,0,2199.0,200.0,7.0,1916300
Hyundai GRAND I10 NIOS,Hyundai,Delhi,2019,29932,Petrol,Manual,1,0,1197.0,83.0,5.0,520000
Mahindra XUV300,Mahindra,Delhi,2019,52895,Petrol,Manual,1,0,1197.0,110.0,5.0,779000
Honda City,Honda,Delhi,2017,99063,Petrol,Manual,1,0,1497.0,119.0,5.0,685000
Honda City,Honda,Delhi,2011,44976,Petrol,Manual,1,0,1497.0,118.0,5.0,268000
Hyundai VENUE,Hyundai,Delhi,2021,43632,Petrol,Manual,1,0,998.0,120.0,5.0,837000
Renault Kwid,Renault,Delhi,2019,13568,Petrol,Automatic,1,0,999.0,68.0,5.0,410000
Maruti Celerio,Maruti,Delhi,2019,74343,Petrol,Automatic,1,0,998.0,68.0,5.0,432000
Maruti Wagon R 1.0,Maruti,Delhi,2017,117691,CNG,Manual,1,0,998.0,59.0,5.0,327000
Hyundai Verna,Hyundai,Delhi,2021,63807,Diesel,Automatic,1,0,1493.0,115.0,5.0,1149000
Maruti New Wagon-R,Maruti,Delhi,2022,12540,Petrol,Manual,1,0,998.0,67.0,5.0,502000
Maruti Baleno,Maruti,Delhi,2018,77462,Petrol,Manual,2,0,1197.0,84.0,5.0,453500
Maruti Alto K10,Maruti,Delhi,2015,47487,Petrol,Automatic,1,0,998.0,68.0,5.0,287000
MG HECTOR,MG,Delhi,2020,38585,Petrol,Manual,2,0,1451.0,143.0,5.0,1234000
Hyundai Elite i20,Hyundai,Delhi,2019,62874,Diesel,Manual,1,0,1396.0,90.0,5.0,620000
Renault Kwid,Renault,Delhi,2021,46746,CNG,Manual,1,0,999.0,68.0,5.0,370000
Hyundai Creta,Hyundai,Delhi,2016,84938,CNG,Manual,2,0,1591.0,123.0,5.0,699000
Hyundai Xcent,Hyundai,Delhi,2018,34834,Petrol,Manual,1,0,1197.0,83.0,5.0,495000
Hyundai Creta,Hyundai,Delhi,2021,25879,Diesel,Manual,1,0,1493.0,115.0,5.0,1381700
KIA SONET,KIA,Delhi,2022,12265,Petrol,Manual,1,0,1197.0,83.0,5.0,859000
Honda Amaze,Honda,Delhi,2019,39901,Petrol,Manual,2,0,1199.0,90.0,5.0,516000
Maruti Baleno,Maruti,Delhi,2019,47849,CNG,Manual,2,0,1197.0,84.0,5.0,554000
Honda Amaze,Honda,Delhi,2019,47429,Petrol,Manual,1,0,1199.0,90.0,5.0,549000
Maruti New Wagon-R,Maruti,Delhi,2019,12716,Petrol,Automatic,1,0,1197.0,83.0,5.0,524000
Maruti Swift,Maruti,Delhi,2023,10050,Petrol,Manual,2,0,1197.0,90.0,5.0,715000
Tata NEXON,Tata,Delhi,2023,24415,Petrol,Manual,1,0,1199.0,120.0,5.0,1000000
Maruti Ciaz,Maruti,Delhi,2015,56400,Petrol,Manual,1,0,1373.0,92.0,5.0,494850
Hyundai VENUE,Hyundai,Delhi,2019,57649,Petrol,Manual,2,0,998.0,120.0,5.0,744000
Hyundai VENUE,Hyundai,Delhi,2020,26467,Petrol,Manual,1,0,1197.0,83.0,5.0,709000
Nissan MAGNITE,Nissan,Delhi,2022,20512,Petrol,Manual,1,0,999.0,72.0,5.0,673000
KIA SONET,KIA,Delhi,2020,67883,Diesel,Manual,1,0,1493.0,100.0,5.0,833000
Volkswagen Vento,Volkswagen,Delhi,2020,43444,Petrol,Manual,1,0,999.0,110.0,5.0,997000
Tata Tiago,Tata,Delhi,2022,16775,CNG,Manual,1,0,1199.0,73.0,5.0,610000
Mahindra Thar,Mahindra,Delhi,2021,38659,Petrol,Automatic,2,0,1997.0,152.0,4.0,1259000
Honda Amaze,Honda,Delhi,2013,107855,Petrol,Manual,2,0,1198.0,88.0,5.0,273000
Maruti Alto,Maruti,Delhi,2020,35457,Petrol,Manual,1,0,796.0,48.0,5.0,333000
Jeep Compass,Jeep,Delhi,2019,45323,Diesel,Manual,1,0,1956.0,173.0,5.0,994000
Hyundai Creta,Hyundai,Delhi,2021,20633,Petrol,Manual,1,0,1497.0,115.0,5.0,1118000
Honda Jazz,Honda,Delhi,2019,54689,Petrol,Manual,1,0,1199.0,90.0,5.0,578000
Maruti Swift,Maruti,Delhi,2023,14887,Petrol,Manual,1,0,1197.0,90.0,5.0,638000
Renault TRIBER,Renault,Delhi,2022,21089,Petrol,Manual,1,0,999.0,72.0,7.0,631000
Maruti Ciaz,Maruti,Delhi,2017,43537,Petrol,Manual,1,0,1373.0,92.0,5.0,677000
Tata ALTROZ,Tata,Delhi,2020,44696,Petrol,Manual,1,0,1199.0,86.0,5.0,604000
Mahindra Thar,Mahindra,Delhi,2021,19467,Petrol,Automatic,1,0,1997.0,152.0,4.0,1394800
MG HECTOR,MG,Delhi,2019,33306,Diesel,Manual,1,0,1956.0,170.0,5.0,1286000
Maruti Baleno,Maruti,Delhi,2020,31279,Petrol,Manual,1,0,1197.0,83.0,5.0,603000
Maruti Swift,Maruti,Delhi,2016,40875,Petrol,Manual,1,0,1197.0,84.0,5.0,474000
Hyundai Creta,Hyundai,Delhi,2016,101240,Petrol,Automatic,1,0,1591.0,123.0,5.0,729000
Maruti S PRESSO,Maruti,Delhi,2020,26213,Petrol,Manual,2,0,998.0,68.0,5.0,325000
Maruti Dzire,Maruti,Delhi,2021,49622,Petrol,Automatic,1,0,1197.0,90.0,5.0,652800
Maruti Ciaz,Maruti,Delhi,2016,50234,Petrol,Manual,2,0,1248.0,90.0,5.0,511000
Tata ALTROZ,Tata,Delhi,2021,43427,Petrol,Manual,2,0,1199.0,86.0,5.0,576550
KIA SELTOS,KIA,Delhi,2019,24009,Petrol,Automatic,1,0,1353.0,140.0,5.0,1478000
Tata PUNCH,Tata,Delhi,2021,14582,Petrol,Automatic,1,0,1199.0,86.0,5.0,774000
Hyundai VENUE,Hyundai,Delhi,2019,48008,Petrol,Manual,1,0,998.0,120.0,5.0,809700
Maruti Baleno,Maruti,Delhi,2020,34834,Petrol,Manual,1,0,1197.0,83.0,5.0,626000
Tata Tiago,Tata,Delhi,2021,38180,Petrol,Manual,1,0,1199.0,86.0,5.0,501000
