Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Honda Amaze,Honda,Hyderabad,2018,100516,Diesel,Automatic,1,0,1498.0,80.0,5.0,669000
Hyundai Elite i20,Hyundai,Hyderabad,2017,72715,Petrol,Manual,1,0,1197.0,83.0,5.0,613300
Maruti Alto 800,Maruti,Hyderabad,2013,93744,Petrol,Manual,1,0,796.0,48.0,5.0,222000
Honda City,Honda,Hyderabad,2017,53631,Petrol,Automatic,1,0,1497.0,119.0,5.0,867000
Honda City,Honda,Hyderabad,2017,41305,Petrol,Manual,2,0,1497.0,119.0,5.0,729200
Hyundai Xcent,Hyundai,Hyderabad,2014,62570,Petrol,Manual,1,0,1197.0,83.0,5.0,425000
Maruti Alto K10,Maruti,Hyderabad,2019,47066,Petrol,Manual,2,0,998.0,68.0,5.0,353000
Honda Amaze,Honda,Hyderabad,2023,21464,Petrol,Automatic,1,0,1199.0,90.0,5.0,919000
Maruti Alto K10,Maruti,Hyderabad,2016,88875,Petrol,Manual,2,0,998.0,68.0,5.0,291000
Maruti Alto,Maruti,Hyderabad,2020,66938,Petrol,Manual,2,0,796.0,48.0,5.0,375000
Maruti Alto 800,Maruti,Hyderabad,2015,110664,Petrol,Manual,2,0,796.0,48.0,5.0,218000
Honda City,Honda,Hyderabad,2013,83758,Petrol,Manual,1,0,1497.0,118.0,5.0,457000
Maruti New Wagon-R,Maruti,Hyderabad,2020,66966,Petrol,Manual,1,0,1197.0,83.0,5.0,509000
Hyundai NEW SANTRO,Hyundai,Hyderabad,2019,66483,Petrol,Automatic,2,0,1086.0,69.0,5.0,473000
Datsun Redi Go,Datsun,Hyderabad,2017,47518,Petrol,Manual,1,0,799.0,54.0,5.0,267000
Maruti Wagon R 1.0,Maruti,Hyderabad,2014,98723,Petrol,Manual,2,0,998.0,68.0,5.0,328000
Maruti Alto K10,Maruti,Hyderabad,2011,50057,Petrol,Manual,1,0,998.0,68.0,5.0,190000
