Name,Automaker,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(kmpl),Engine (CC),Power (bhp),Seats,Price
Honda City,Honda,Bangalore,2015,52322,Petrol,Manual,2,0,1497,119,5.0,604000
Hyundai i10,Hyundai,Bangalore,2012,75384,Petrol,Manual,2,0,1197,80,5.0,312000
Hyundai NEW SANTRO,Hyundai,Bangalore,2020,29027,Petrol,Manual,1,0,1086,69,5.0,451000
Maruti Swift,Maruti,Bangalore,2018,44996,Petrol,Automatic,1,0,1197,83,5.0,673000
Renault TRIBER,Renault,Bangalore,2022,35860,Petrol,Automatic,1,0,999,72,7.0,697000
Maruti Swift,Maruti,Bangalore,2017,37343,Petrol,Manual,1,0,1197,84,5.0,581500
Maruti Alto 800,Maruti,Bangalore,2019,39868,Petrol,Manual,1,0,796,48,5.0,334000
Mahindra XUV300,Mahindra,Bangalore,2022,45246,Petrol,Manual,1,0,1197,110,5.0,897000
Tata ALTROZ,Tata,Bangalore,2020,40143,Petrol,Manual,2,0,1199,86,5.0,704500
Maruti Swift,Maruti,Bangalore,2018,29716,Petrol,Automatic,1,0,1197,83,5.0,671000
Mahindra XUV500,Mahindra,Bangalore,2016,69972,Diesel,Manual,2,0,2179,140,7.0,880000
Hyundai Santro Xing,Hyundai,Bangalore,2010,79984,Petrol,Manual,3,0,1086,63,5.0,182000
Volkswagen Vento,Volkswagen,Bangalore,2017,38945,Petrol,Automatic,2,0,1197,105,5.0,723000
Jeep Compass,Jeep,Bangalore,2018,26635,Petrol,Manual,1,0,1368,163,5.0,1233000
Maruti Swift,Maruti,Bangalore,2019,25462,Petrol,Manual,1,0,1197,83,5.0,728000
MG HECTOR,MG,Bangalore,2021,13989,Petrol,Manual,1,0,1451,143,5.0,1659000
Maruti Swift,Maruti,Bangalore,2019,32730,Petrol,Manual,2,0,1197,83,5.0,640000
Honda Jazz,Honda,Bangalore,2017,67757,Petrol,Automatic,1,0,1199,90,5.0,566000
MG HECTOR,MG,Bangalore,2021,127904,Diesel,Manual,1,0,1956,170,5.0,1507000
Tata NEXON,Tata,Bangalore,2018,63671,Diesel,Automatic,1,0,1497,110,5.0,872000
Mahindra Bolero,Mahindra,Bangalore,2023,12465,Diesel,Manual,1,0,1493,76,7.0,1127000
Honda Amaze,Honda,Bangalore,2020,33889,Petrol,Manual,1,0,1199,90,5.0,697000
Toyota Etios Liva,Toyota,Bangalore,2012,123224,Diesel,Manual,2,0,1364,68,5.0,376000
Mahindra Thar,Mahindra,Bangalore,2021,54460,Petrol,Automatic,1,0,1997,152,4.0,1412000
Mahindra Thar,Mahindra,Bangalore,2021,52188,Petrol,Automatic,1,0,1997,152,4.0,1461000
Maruti Swift,Maruti,Bangalore,2014,89872,Petrol,Manual,1,0,1197,87,5.0,459000
Maruti Celerio,Maruti,Bangalore,2017,30005,Petrol,Automatic,2,0,998,68,5.0,400000
Maruti Celerio,Maruti,Bangalore,2022,28788,Petrol,Manual,1,0,998,67,5.0,563000
Renault TRIBER,Renault,Bangalore,2020,58372,Petrol,Manual,2,0,999,72,7.0,584000
Ford Ecosport,Ford,Bangalore,2019,47130,Petrol,Automatic,1,0,1497,123,5.0,802000
Hyundai Verna,Hyundai,Bangalore,2014,46423,Petrol,Manual,2,0,1591,123,5.0,583000
Hyundai Grand i10,Hyundai,Bangalore,2014,44032,Petrol,Automatic,3,0,1197,83,5.0,408000
Ford Ecosport,Ford,Bangalore,2016,106057,Petrol,Manual,3,0,1499,112,5.0,502000
Maruti Swift,Maruti,Bangalore,2023,13994,Petrol,Automatic,1,0,1197,90,5.0,763000
Hyundai Creta,Hyundai,Bangalore,2016,58014,Diesel,Manual,3,0,1582,128,5.0,858000
Mahindra XUV500,Mahindra,Bangalore,2018,85256,Diesel,Manual,1,0,2179,155,7.0,1206400
Maruti Ciaz,Maruti,Bangalore,2017,94757,Petrol,Manual,1,0,1373,92,5.0,508000
Skoda Rapid,Skoda,Bangalore,2017,101424,Petrol,Manual,1,0,1598,105,5.0,579000
Maruti New Wagon-R,Maruti,Bangalore,2020,66530,Petrol,Manual,1,0,1197,83,5.0,560000
Honda Jazz,Honda,Bangalore,2015,60512,Petrol,Manual,2,0,1199,90,5.0,446300
Maruti Ertiga,Maruti,Bangalore,2016,94438,Diesel,Manual,1,0,1248,90,7.0,799000
Honda City,Honda,Bangalore,2012,116738,Petrol,Manual,2,0,1497,118,5.0,402000
Maruti Alto 800,Maruti,Bangalore,2014,57348,Petrol,Manual,1,0,796,48,5.0,273000
Nissan MAGNITE,Nissan,Bangalore,2022,5275,Petrol,Automatic,1,0,999,100,5.0,918000
Hyundai Grand i10,Hyundai,Bangalore,2013,87459,Petrol,Manual,2,0,1197,83,5.0,336000
Tata NEXON,Tata,Bangalore,2017,17466,Petrol,Manual,1,0,1198,110,5.0,779000
Datsun Redi Go,Datsun,Bangalore,2018,54687,Petrol,Automatic,3,0,999,68,5.0,310000
Maruti Swift,Maruti,Bangalore,2013,93871,Diesel,Manual,3,0,1248,75,5.0,391000
Maruti Baleno,Maruti,Bangalore,2019,59228,Petrol,Manual,1,0,1197,84,5.0,668000
Maruti Swift Dzire,Maruti,Bangalore,2014,89284,Diesel,Manual,1,0,1248,75,5.0,572000
Hyundai Grand i10,Hyundai,Bangalore,2015,100708,Petrol,Manual,1,0,1197,83,5.0,374000
Hyundai Elite i20,Hyundai,Bangalore,2018,77073,Petrol,Manual,3,0,1197,83,5.0,567400
Hyundai Creta,Hyundai,Bangalore,2018,57288,Petrol,Manual,2,0,1591,123,5.0,907000
KIA SELTOS,KIA,Bangalore,2021,43811,Petrol,Manual,1,0,1497,115,5.0,1116000
Honda Amaze,Honda,Bangalore,2019,130578,Diesel,Manual,1,0,1498,100,5.0,661000
Hyundai VENUE,Hyundai,Bangalore,2021,25798,Petrol,Manual,1,0,998,120,5.0,963000
Hyundai Santro Xing,Hyundai,Bangalore,2011,49805,Petrol,Manual,1,0,1086,63,5.0,254000
Mahindra XUV500,Mahindra,Bangalore,2021,28305,Diesel,Manual,1,0,2179,155,7.0,1833000
Mahindra XUV500,Mahindra,Bangalore,2016,56575,Diesel,Manual,3,0,2179,140,7.0,1118000
Hyundai Grand i10,Hyundai,Bangalore,2014,82706,Petrol,Automatic,3,0,1197,83,5.0,388000
Maruti Ciaz,Maruti,Bangalore,2015,95738,Petrol,Manual,2,0,1373,92,5.0,517000
Hyundai Verna,Hyundai,Bangalore,2012,123296,Diesel,Manual,2,0,1582,128,5.0,442000
Hyundai i20,Hyundai,Bangalore,2012,84002,Diesel,Manual,1,0,1396,90,5.0,385000
Maruti Swift,Maruti,Bangalore,2017,57560,Petrol,Manual,1,0,1197,84,5.0,626000
Honda Amaze,Honda,Bangalore,2013,43884,Petrol,Manual,2,0,1198,88,5.0,390800
Tata Tiago,Tata,Bangalore,2017,94294,Petrol,Automatic,1,0,1199,85,5.0,439000
Hyundai Verna,Hyundai,Bangalore,2015,32301,Petrol,Automatic,2,0,1591,123,5.0,633400
Hyundai GRAND I10 NIOS,Hyundai,Bangalore,2020,39250,Diesel,Manual,1,0,1186,75,5.0,709400
Maruti Swift,Maruti,Bangalore,2018,26638,Petrol,Manual,2,0,1197,83,5.0,621000
Volkswagen Vento,Volkswagen,Bangalore,2020,20510,Petrol,Automatic,1,0,999,110,5.0,1086000
Mahindra XUV300,Mahindra,Bangalore,2021,29924,Diesel,Manual,1,0,1497,117,5.0,966000
Volkswagen Ameo,Volkswagen,Bangalore,2017,66643,Diesel,Automatic,3,0,1498,110,5.0,560000
Hyundai VENUE,Hyundai,Bangalore,2022,9802,Petrol,Manual,1,0,1197,83,5.0,905000
Hyundai GRAND I10 NIOS,Hyundai,Bangalore,2020,17472,Petrol,Manual,1,0,1197,83,5.0,674000
Maruti Wagon R 1.0,Maruti,Bangalore,2015,77640,Petrol,Manual,1,0,998,68,5.0,359000
Hyundai Elite i20,Hyundai,Bangalore,2016,65656,Petrol,Manual,1,0,1197,83,5.0,556000
Hyundai VENUE,Hyundai,Bangalore,2020,29075,Petrol,Automatic,1,0,998,120,5.0,984000
Maruti Swift Dzire,Maruti,Bangalore,2011,110407,Diesel,Manual,2,0,1248,75,5.0,360000
Maruti Swift Dzire,Maruti,Bangalore,2012,104807,Petrol,Manual,3,0,1197,87,5.0,392000
Hyundai Tucson,Hyundai,Bangalore,2019,31249,Petrol,Manual,3,0,1999,155,5.0,1240600
Renault Kwid,Renault,Bangalore,2021,24474,Petrol,Automatic,1,0,999,68,5.0,472000
Maruti New Wagon-R,Maruti,Bangalore,2022,8524,Petrol,Manual,1,0,1197,90,5.0,668000
Hyundai i20 Active,Hyundai,Bangalore,2015,86615,Diesel,Manual,2,0,1396,90,5.0,568000
Hyundai GRAND I10 NIOS,Hyundai,Bangalore,2021,10826,Petrol,Automatic,1,0,1197,83,5.0,763000
